Symbol,Date,Open,High,Low,Close,Volume,Premarket High,Morning High,Outstanding Shares,Market Cap,GAP%
MNK,2020-02-25,5.95,6.19,4.58,4.75,39955566,7.45,6.19,84090000,500335500,42.69
COCP,2020-02-25,2.39,2.5,1.59,2.19,74751346,2.4,2.5,38640000,92349600,79.7
NMRD,2020-02-26,8,10.4,6.5,6.94,779849,8.13,10.4,20810000,166480000,37.93
SLS,2020-02-26,2.54,3.71,2.4,2.64,16091371,2.89,3.7058,6060000,15392400,22.71
MRNA,2020-02-26,29.05,29.98,27.08,29.16,78016785,29.28,29.98,362850000,10540792500,22.26
TNXP,2020-02-26,0.84,1.23,0.75,0.9,167178060,0.87,1.23,8530000,7165200,107.72
NMRD,2020-02-27,8.45,8.46,6.35,6.7,125664,8.48,8.46,20810000,175844500,21.76
WAFU,2020-02-27,3.23,3.23,2.5,2.57,257274,3.09,3.23,4380000,14147400,38.03
CVM,2020-02-27,13.5,13.54,9.77,10.94,2753595,13.35,13.54,36430000,491805000,24.65
AEMD,2020-02-27,2.97,3.43,2.36,3,6080752,3.19,3.09,9260000,27502200,57.14
NNVC,2020-02-27,11.5,12.9,7.86,10.32,6101088,11.45,12.9,7420000,85330000,25.41
VIR,2020-02-27,68.99,75,38.11,60.2,6588602,69.81,70,109680000,7566823200,97.26
MARK,2020-02-27,1.05,1.08,0.58,0.66,7347053,1.16,1.08,49060000,51513000,50
AHPI,2020-02-27,5.87,17.95,5.05,15.52,11580344,7.25,7.93,4010000,23538700,59.51
GCAP,2020-02-27,5.88,5.89,5.86,5.86,20644244,5.95,5.89,37430000,220088400,66.57
NVAX,2020-02-27,11.1,11.88,9.8,11.8,27547104,12,11.8,32119999,356531988.9,20.39
AIM,2020-02-27,1.83,1.96,1.45,1.71,27853207,2.1001,1.96,8260000,15115800,52.5
APT,2020-02-27,21,27.5,16.35,25.25,40583062,20.25,21.68,13020000,273420000,69.49
CODX,2020-02-27,17.7,19.67,11.13,15.96,58656619,17.99,19.67,24920000,441084000,98.88
VXRT,2020-02-27,2.55,3.4,1.85,2.47,62526323,2.6,3.4,47720000,121686000,54.55
MRNA,2020-02-27,35.88,36,23.05,26.16,68256337,38.33,36,362850000,13019058000,23.05
TNXP,2020-02-27,1.95,1.98,1.3,1.73,90081160,1.97,1.98,8530000,16633500,116.67
IBIO,2020-02-27,0.56,0.89,0.5,0.86,198798262,0.61,0.8875,76200000,42672000,67.66
BIMI,2020-02-28,5.2,5.27,3.91,4.07,1851871,5.95,5.27,9070000,47164000,23.22
OBCI,2020-02-28,6.39,7.95,4.18,5,2058045,8.1,7.95,9440000,60321600,23.12
SCOR,2020-02-28,3.72,3.84,3.25,3.5,2343271,3.74,3.84,70030000,260511600,24.21
MARK,2020-02-28,0.8,0.81,0.61,0.66,3945425,0.8,0.81,49060000,39252906,20.61
APVO,2020-02-28,0.56,0.59,0.41,0.43,4096024,0.4,0.59,45280000,25492640,42.57
AHPI,2020-02-28,41.44,45,15.85,24,7505618,67.2,45,4010000,166174400,167.01
DYNT,2020-02-28,3.59,3.7,1.71,1.92,7987615,5.38,3.7,9950000,35720500,196.69
LAKE,2020-02-28,27.25,28,17.24,21.11,8028478,39.88,28,8010000,218272500,36.45
SGMO,2020-02-28,8.93,9.19,8.02,8.53,10057101,9.2,9.19,115940000,1035344200,33.98
VSTM,2020-02-28,2.5,2.93,2.13,2.79,13289757,2.6,2.59,74350000,185875000,30.89
TRIL,2020-02-28,4.14,5.98,3.95,5.05,14750517,4.75,5.98,74970000,310375800,33.55
OPGN,2020-02-28,3.15,4.2,2.65,3.39,17771039,4.12,4.2,5600000,17640000,54.41
ALT,2020-02-28,4.18,4.45,3,3.7,26125314,5,4.45,15340000,64121200,137.5
CODX,2020-02-28,21.67,21.75,11,13.23,27372673,26,21.75,24920000,540016400,35.78
VXRT,2020-02-28,3.47,3.5,2.4,2.87,29061993,3.97,3.5,47720000,165588400,40.49
AIM,2020-02-28,2.34,3.47,1.7,2.05,32276710,2.59,3.47,8260000,19328400,36.84
APT,2020-02-28,37.23,41.59,16.61,21,35662860,49,41.59,13020000,484734600,47.45
NVAX,2020-02-28,14.94,17.71,12.72,16,36373233,16.1,17.71,32119999,479872785.1,26.61
TTNP,2020-02-28,0.29,0.32,0.24,0.26,53265599,0.317,0.318,83230000,24136700,38.03
CORV,2020-02-28,0.56,0.6,0.37,0.46,54373335,0.69,0.601,50520000,28341720,83.93
RTTR,2020-02-28,0.71,0.8,0.46,0.69,74799778,0.84,0.8,26840000,19056400,150.26
GHSI,2020-02-28,0.66,0.74,0.38,0.42,89402553,0.71,0.74,74980000,49831708,41.4
IBIO,2020-02-28,1.86,3.4,1.5,2.45,265645709,2.52,3.4,76200000,141732000,115.03
BURG,2020-03-02,0.57,0.57,0.52,0.52,21178,0.5501,0.575,11170000,6422750,47.51
INNT,2020-03-02,0.68,0.68,0.58,0.6,219357,0.71,0.68,41330000,28104400,21.43
VGZ,2020-03-02,0.72,0.74,0.65,0.67,364410,0.71,0.74,100700000,72504000,24.14
AUMN,2020-03-02,0.25,0.26,0.23,0.26,827055,0.2599,0.249,108100000,26916900,25.19
DYAI,2020-03-02,7.99,8,6.4,6.6,2022104,8.24,8,27210000,217407900,35.65
BIMI,2020-03-02,5,5.38,4.33,5,3704374,6.16,5.38,9070000,45350000,22.85
APDN,2020-03-02,5.89,7.1,4.7,5.18,8719067,9.5,7.1,3490000,20556100,47.62
TRIL,2020-03-02,7.65,7.69,5.64,6.38,13760201,8.2,7.69,74970000,573520500,51.49
KPTI,2020-03-02,23.52,29.61,22,27.72,18759463,24.7275,29.61,65550000,1541736000,43.94
TELL,2020-03-02,2.22,2.35,1.49,1.64,20232110,2.8,2.35,244300000,542346000,23.33
TNXP,2020-03-02,1.31,1.4,1.2,1.36,23160019,1.85,1.4,8530000,11174300,21.3
RTTR,2020-03-02,0.83,0.86,0.55,0.61,23573244,1,0.8599,26840000,22277200,20.29
CODX,2020-03-02,16.82,18,14.06,17.81,24525500,22.21,16.9,24920000,419154400,27.14
FTSV,2020-03-02,93.98,94.15,93.16,93.91,26473233,94.1,94.03,47980000,4509160400,62.03
CPHI,2020-03-02,1,1.4,0.91,1.14,37147897,1.45,1.4,43580000,43580000,75.44
IBIO,2020-03-02,3.1,3.1,1.9,2.21,88622306,3.98,3.1,76200000,236220000,26.53
TTNP,2020-03-02,0.33,0.44,0.3,0.41,98047495,0.43,0.4449,83230000,27798820,26.95
HTBX,2020-03-02,0.54,0.88,0.42,0.8,119890689,0.59,0.65,61250000,33075000,63.64
CLSK,2020-03-03,3.24,3.5,2.5,2.99,803279,3.9,3.5,4870000,15778800,20.9
GNMK,2020-03-03,4.5,5.13,4.13,4.29,7584090,4.75,5.13,58080000,261360000,28.21
KMPH,2020-03-03,0.47,0.47,0.31,0.32,18317581,0.575,0.47,50690000,23824300,43.73
SCON,2020-03-03,0.36,0.57,0.3,0.31,70433144,0.48,0.5689,17730000,6382800,82.74
TTNP,2020-03-03,0.52,0.55,0.29,0.32,92403914,0.53,0.545,83230000,43204693,26.61
TRVN,2020-03-04,0.87,0.87,0.73,0.81,1148249,0.9,0.87,92590000,80553300,22.54
JILL,2020-03-04,1.11,1.12,0.83,0.87,1405916,1.18,1.12,44040000,48884400,29.07
BNFT,2020-03-04,14.04,14.04,12.09,12.2,4578181,13.65,14.04,32740000,459669600,22.94
DYNT,2020-03-04,2.22,2.47,1.8,2.02,4653780,2.74,2.47,9950000,22089000,25.42
SINT,2020-03-04,0.81,0.82,0.63,0.65,6573530,0.95,0.82,2430000,1968300,24.62
CTRM,2020-03-04,1.34,2.6,0.91,0.92,15672060,1.44,2.6,3320000,4448800,40.31
ZSAN,2020-03-04,1.21,1.29,0.85,0.88,26854531,1.25,1.2862,37960000,45931600,38.16
KIQ,2020-03-05,0.9,0.9,0.72,0.75,28789,0.7518,0.9,47170000,42453000,22.98
COHN,2020-03-05,7.7,7.71,5,5.11,1052001,10,7.71,1190000,9163000,92.5
CODX,2020-03-05,14.63,15.5,13.56,14.25,22954591,16.17,15.49,25390000,371455700,21.92
HTBX,2020-03-05,1.03,1.25,0.88,0.97,146490484,1.08,1.25,61250000,63087500,25.61
SNES,2020-03-06,2.48,2.5,2.17,2.35,130620,2.38,2.48,1590000,3943200,20.98
IFMK,2020-03-06,0.68,1.05,0.55,0.67,9291682,0.75,1.05,18370000,12491600,26.39
NNVC,2020-03-06,11.3,12.75,10.42,11.19,10064429,12.75,12.75,7420000,83846000,39.85
TGNA,2020-03-06,17.12,17.28,14.93,17,12204110,20,17.28,217820000,3729078400,27.38
DRAD,2020-03-06,6.81,8.84,6.2,6.84,12609127,7.02,8.84,2049999,13960493.19,113.48
ENZ,2020-03-06,3.35,3.8,2.86,3.4,19324843,3.87,3.77,47560000,159321244,48.23
OPK,2020-03-06,2.79,2.91,2.22,2.32,103868181,2.95,2.91,669830000,1868825700,35.44
IFMK,2020-03-09,0.84,0.85,0.65,0.75,1346908,0.92,0.85,18370000,15430800,25.37
SXTC,2020-03-09,1.07,1.08,0.89,1.03,5645083,1.16,1.08,27730000,29671100,22.54
ENZ,2020-03-09,4.74,4.85,3.45,3.87,8380713,5.5,4.85,47560000,225434400,39.41
COCP,2020-03-09,1.7,2.24,1.31,1.4,44135803,2.27,1.78,47100000,80070000,44.07
OPK,2020-03-09,2.84,2.9,2.06,2.22,64340402,3.09,2.9,669830000,1902317200,22.41
SPEX,2020-03-09,4.83,5.52,2.09,3.22,78148639,4.85,5.52,4830000,23328900,194.51
AIM,2020-03-09,3.5,7.11,3.05,6.1,95189082,4.02,4,22070000,77245000,66.67
INO,2020-03-09,18.9,19.36,8.53,9.83,138364435,20,19.36,101360000,1915704000,34.14
NRT,2020-03-10,3.7,3.71,2.97,3.02,69855,3.07,3.7051,9190000,34003000,24.58
CAPL,2020-03-10,16,16,14.11,15.45,122706,14.76,16,37020000,592320000,27.69
SQBG,2020-03-10,0.21,0.21,0.16,0.19,130001,0.17,0.21,65730000,13803300,23.53
LONE,2020-03-10,0.72,0.9,0.67,0.88,142111,0.67,0.723,24950000,18038850,20.5
WRN,2020-03-10,0.6,0.6,0.46,0.47,177543,0.6,0.6,110590000,66354000,29.94
SHIP,2020-03-10,0.25,0.27,0.21,0.23,444648,0.2239,0.259,29400000,7350000,21.15
GLBS,2020-03-10,0.45,0.47,0.38,0.39,531644,0.5039,0.47,4420000,1989000,21.62
DNN,2020-03-10,0.38,0.38,0.28,0.3,730083,0.3575,0.38,597190000,226932200,27.95
CVEO,2020-03-10,1.1,1.1,0.8,0.82,773305,0.9776,1.1,169660000,186626000,32.51
PEIX,2020-03-10,0.42,0.42,0.33,0.34,1014812,0.451,0.42,55930000,23490600,27.27
YTEN,2020-03-10,7.4,8.15,5.15,5.47,1077988,7.8299,8.15,780000,5772000,52.58
FET,2020-03-10,0.35,0.35,0.27,0.27,1089149,0.312,0.35,110510000,38678500,31.14
SDRL,2020-03-10,0.68,0.7,0.61,0.68,1270188,0.75,0.698,100000000,67920000,22.14
OIS,2020-03-10,3.81,3.81,2.09,2.57,2190557,4.1,3.81,60400000,230124000,22.12
PDS,2020-03-10,0.96,1.19,0.56,0.6,2200638,0.9,1.19,275000000,264000000,71.43
XOG,2020-03-10,0.39,0.42,0.3,0.4,2448550,0.3997,0.4,138660000,53883276,27.37
REI,2020-03-10,0.88,0.95,0.62,0.7,2649785,0.97,0.95,67810000,59672800,35.38
BTE,2020-03-10,0.61,0.61,0.42,0.46,2747383,0.62,0.61,558300000,340563000,28.72
GEL,2020-03-10,6.33,6.95,4.46,5.58,4967517,6.4,6.95,122540000,775678200,23.39
TELL,2020-03-10,1.06,1.11,0.92,1.02,5024144,1.24,1.11,244300000,258958000,21.84
DCP,2020-03-10,7.88,8.1,5.8,7.2,5034432,7.95,8.1,208330000,1641640400,23.51
HOME,2020-03-10,3.92,4.16,3.28,4.13,5216709,4.13,3.95,64110000,251311200,23.66
SLCA,2020-03-10,2.04,2.05,1.5,1.6,5779542,2.1,2.05,73750000,150450000,31.61
VET,2020-03-10,5.64,5.64,3.7,4.33,5980762,6,5.64,156600000,883224000,25.89
CPG,2020-03-10,1.53,1.55,1.15,1.25,7235689,1.56,1.55,527720000,807411600,27.5
NGL,2020-03-10,4.62,4.85,2.85,3.75,8406511,4.65,4.85,128350000,592977000,35.88
WTI,2020-03-10,1.89,2,1.71,1.9,8797510,2,2,141670000,267756300,21.94
GPOR,2020-03-10,0.63,0.63,0.42,0.51,10357036,0.6001,0.63,159710000,100138170,23.4
NOG,2020-03-10,1.02,1.02,0.79,0.99,11276953,1.04,1.02,405790000,413905800,25.89
WES,2020-03-10,7.03,8.12,5.1,6.94,11451659,7.56,7.5,443970000,3121109100,40.6
TRGP,2020-03-10,16,16.05,11.18,14.15,12094777,16.05,16.05,233050000,3728800000,21.95
NVAX,2020-03-10,12.47,12.48,10.35,10.65,12365442,13.7,12.48,32119999,400536387.5,24.45
CDEV,2020-03-10,0.78,0.79,0.54,0.62,14512423,0.82,0.79,276010000,215066992,39.14
SM,2020-03-10,2.15,2.15,1.4,1.78,17187508,2.3,2.15,112990000,242928500,45.27
BNGO,2020-03-10,1.09,1.1,0.69,0.76,19070219,1.25,1.1,34550000,37659500,28.25
QEP,2020-03-10,0.77,0.82,0.51,0.65,19139363,0.9,0.82,237660000,182380284,29
ENBL,2020-03-10,3.44,4.8,2.32,4.73,20639593,3.69,3.74,435210000,1497122400,84.95
MTDR,2020-03-10,3.73,3.88,2.21,2.41,23368510,3.95,3.88,116570000,434806100,58.72
CVE,2020-03-10,3.76,3.76,2.83,3.1,24001180,3.85,3.76,1228830000,4620400800,34.29
CLR,2020-03-10,8.8,9.43,7.06,9.39,25892421,9,8.9,371420000,3268496000,24.82
NBR,2020-03-10,0.65,0.66,0.41,0.44,28921122,0.65,0.6601,367130000,238671213,26.55
KOS,2020-03-10,1.12,1.19,0.73,1.19,29194638,1.14,1.12,405100000,453712000,40
DNR,2020-03-10,0.43,0.47,0.3,0.35,32068248,0.45,0.4699,506380000,219566368,23.15
CORV,2020-03-10,0.49,0.58,0.4,0.44,34372311,0.67,0.5785,50520000,24653760,27.42
OVV,2020-03-10,3.86,3.86,2.31,2.98,41186493,3.95,3.86,259820000,1002905200,73.87
CY,2020-03-10,22.4,22.77,22,22.75,50958304,22.71,22.44,373640000,8369536000,46.6
OAS,2020-03-10,0.5,0.51,0.31,0.41,55730212,0.53,0.51,323930000,161965000,51.7
RIG,2020-03-10,1.89,1.9,1.55,1.82,60963493,2.05,1.89,612580000,1157776200,25.17
CPE,2020-03-10,0.71,0.71,0.45,0.49,71030955,0.78,0.715,396680000,281603132,71.06
MRO,2020-03-10,4.85,4.87,3.52,4.4,105296443,5.08,4.87,795850000,3859872500,33.61
OXY,2020-03-10,15.4,15.5,12.57,14.34,111796495,16.69,15.5,895230000,13786542000,23.1
NOVN,2020-03-10,0.83,0.97,0.49,0.7,122057432,1.15,0.92,42930000,35799327,63.51
AYTU,2020-03-10,1.3,2.99,0.91,2.05,184092326,1.87,1.67,27830000,36179000,273.56
AAU,2020-03-11,0.37,0.37,0.3,0.31,614048,0.3293,0.37,111730000,41340100,23.54
IMAC,2020-03-11,0.95,1.16,0.75,0.82,3546882,1.38,1.16,8550000,8122500,39.77
PHIO,2020-03-11,3.41,3.66,2.62,2.77,5044002,4.3,3.66,1860000,6342600,21.35
GNMK,2020-03-11,5.78,6.2,4.86,5.42,6548294,6.04,6.2,60780000,351308400,21.68
BKYI,2020-03-11,1.34,2.3,1.13,1.18,33773653,1.52,2.28,14410000,19309400,173.41
TBLT,2020-03-11,0.22,0.22,0.17,0.17,35887302,0.225,0.219,81460000,17595360,33.33
HTBX,2020-03-11,0.84,0.86,0.65,0.7,43744739,0.98,0.8604,61250000,51756250,40.81
CODX,2020-03-11,8.3,14.5,7.75,13.18,56773152,8.94,12.51,25390000,210737000,20.46
INO,2020-03-11,6.85,8.6,6.34,8.37,98796848,7.3701,8.49,137770000,943724500,20.18
TRCH,2020-03-12,0.57,0.57,0.31,0.38,527080,0.44,0.5706,77840000,44415504,26.46
CEMI,2020-03-12,4.19,4.36,2.72,2.8,1508082,5.95,4.36,17720000,74246800,35.16
APT,2020-03-12,16,16,11.54,12.55,9981617,16.99,16,12980000,207680000,40.23
POAI,2020-03-12,3.2,4.42,2.2,2.28,16237362,4,4.42,3930000,12576000,49.53
CHFS,2020-03-12,0.5,0.57,0.35,0.38,17852033,0.74,0.57,20810000,10488240,61.28
CODX,2020-03-12,15.9,16.1,11.11,11.76,26357976,17.23,16.1,25390000,403701000,20.64
DSS,2020-03-12,0.26,0.52,0.23,0.28,93974964,0.36,0.52,58750000,15275000,67.73
INO,2020-03-12,10.95,11.93,8.52,9.5,98065259,11.49,11.93,137770000,1508581500,30.82
WISA,2020-03-13,0.35,0.35,0.27,0.27,29502,0.29,0.3499,26740000,9356326,34.58
SMTS,2020-03-13,1.36,1.36,0.84,0.86,51346,1.09,1.36,162300000,220728000,60
HHT,2020-03-13,1.29,1.29,1.04,1.07,73345,1.13,1.29,7580000,9778200,26.47
DXYN,2020-03-13,1.48,1.48,1,1.02,82134,1.19,1.48,15530000,22984400,48
RNWK,2020-03-13,0.84,0.84,0.69,0.7,103493,0.89,0.844951,38120000,32020800,21.74
CAPR,2020-03-13,1.29,1.29,1,1.07,146865,1.05,1.29,4780000,6166200,24.04
YUMA,2020-03-13,2.33,2.39,1.61,1.97,201316,2.35,2.39,1550000,3611500,22
XSPA,2020-03-13,0.23,0.23,0.19,0.22,221022,0.2,0.23,15150000,3484500,21.69
RDVT,2020-03-13,19.7,19.7,16.11,18.24,239633,17.6,19.7,11540000,227338000,24.29
CTRN,2020-03-13,15.05,17.05,14.75,15.79,301132,14.29,17.05,11650000,175332500,23.26
XAIR,2020-03-13,4.73,4.73,3.72,4.25,345736,4.69,4.73,14650000,69294500,20.05
SPN,2020-03-13,2.25,2.25,1.68,1.81,358422,1.74,2.25,15800000,35550000,48.03
NXTD,2020-03-13,0.3,0.33,0.27,0.33,427518,0.25,0.31,29870000,8961000,25
MCEP,2020-03-13,0.15,0.15,0.11,0.12,431223,0.1965,0.1461,30820000,4502802,22.98
NNA,2020-03-13,4.04,4.55,3.82,3.98,488334,3.98,4.55,15870000,64114800,22.8
CEMI,2020-03-13,3.46,3.49,2.5,2.76,516882,3.88,3.49,17720000,61311200,23.57
KIRK,2020-03-13,1.01,1.01,0.75,0.84,528951,1.06,1.015,13900000,14039000,25.19
LBY,2020-03-13,1.3,1.45,0.9,0.96,547867,1.1,1.45,22360000,29068000,58.54
AMPY,2020-03-13,1.2,1.2,0.81,0.84,559189,1.1,1.2,37570000,45084000,26.32
OBE,2020-03-13,0.31,0.31,0.19,0.23,578098,0.27,0.3135,72980000,22879230,39.27
ONVO,2020-03-13,0.3,0.3,0.23,0.24,752607,0.27,0.3,130500000,38758500,32
ZUMZ,2020-03-13,26.12,26.12,17.41,19.16,1023072,24.7,26.12,25800000,673896000,42.27
SXTC,2020-03-13,0.86,0.86,0.55,0.59,1267760,0.8,0.86,27730000,23847800,29.08
SMLP,2020-03-13,1,1.34,0.8,1.34,1307349,1.05,1.22,93610000,93610000,42.86
SUN,2020-03-13,20.94,21.09,16.62,19,1604316,20.62,21.09,83020000,1738438800,21.18
BOXL,2020-03-13,0.6,0.85,0.4,0.42,1764145,0.65,0.846,11700000,7020000,30.43
BRMK,2020-03-13,8.9,9,7.72,8.5,1857735,8.65,9,132020000,1174978000,22.25
ZAGG,2020-03-13,3.2,3.38,2.65,2.92,1922568,3.18,3.38,29560000,94592000,31.69
HPR,2020-03-13,0.25,0.25,0.2,0.25,2222760,0.23,0.25,211530000,52882500,30.14
CPG,2020-03-13,1.09,1.12,0.84,0.97,2341633,1.12,1.12,527720000,575214800,21.11
GPL,2020-03-13,0.36,0.36,0.26,0.29,2579285,0.3101,0.36,306660000,110397600,20.4
LJPC,2020-03-13,5.02,5.47,3.65,4,3280555,5.5,5.47,27220000,136644400,31.76
SINT,2020-03-13,0.58,0.59,0.38,0.38,3308938,0.7501,0.59,2430000,1409400,23.43
EPR,2020-03-13,34.02,34.67,26.46,33.15,3516160,33.72,34.67,78580000,2673291600,20.25
GOGO,2020-03-13,2.49,2.55,1.97,2.23,3629148,2.4,2.55,88160000,219518400,29.02
LTRPA,2020-03-13,1.59,1.63,1.04,1.52,3836466,1.76,1.63,72160000,114734400,29.8
CLNE,2020-03-13,1.34,1.58,1.11,1.58,3891019,1.3499,1.35,205580000,275477200,24.07
VET,2020-03-13,3.76,3.76,2.87,3.5,4500617,3.88,3.76,156600000,588816000,20.13
PRTY,2020-03-13,0.66,0.68,0.55,0.64,6051260,0.7,0.6799,94460000,62343600,20.5
DO,2020-03-13,1.71,4,1.4,3.76,6478474,1.72,1.72,137700000,235467000,20.42
TRXC,2020-03-13,0.45,0.45,0.31,0.38,7901142,0.53,0.45,40640000,18288000,26.76
ERI,2020-03-13,18.82,19.8,15.01,18.22,7935471,19.37,19.8,77800000,1464196000,21.58
SM,2020-03-13,2.08,2.34,1.65,2.33,13567292,2.12,2.08,112990000,235019200,20.93
QEP,2020-03-13,0.66,0.87,0.48,0.86,20260507,0.6367,0.6752,237660000,156855600,23.85
RCL,2020-03-13,37.01,37.34,28.61,32.33,27899804,38.7598,37.34,209000000,7735090000,22.27
OAS,2020-03-13,0.45,1,0.34,1,39265903,0.48,0.4777,323930000,145768500,21.36
RIG,2020-03-13,1.63,1.63,1.34,1.55,43830236,1.75,1.63,612580000,998505400,21.64
NCLH,2020-03-13,13.33,13.6,9.87,11.1,44197280,13.74,13.6,213200000,2841956000,38.13
CCL,2020-03-13,18.34,18.46,15.01,17.58,56431050,18.88,18.46,526850000,9662429000,22.51
OPK,2020-03-13,2.12,2.18,1.61,1.9,111178149,2.36,2.1776,669830000,1420039600,49.3
BBQ,2020-03-16,5.15,5.15,2.65,2.65,54297,3.7,5.15,9270000,47740500,46.72
SDPI,2020-03-16,0.77,0.77,0.39,0.39,95766,0.5274,0.77,25100000,19327000,90.97
GSMG,2020-03-16,3.71,3.72,2.96,3.13,122596,3.39,3.71,49770000,184646700,26.84
GNSS,2020-03-16,3.34,3.34,2.06,2.12,230694,2.98,3.34,33100000,110554000,43.35
PHIO,2020-03-16,2.5,2.62,2.1,2.2,446741,2.92,2.6241,1860000,4650000,23.76
AHPI,2020-03-16,15.65,15.65,12.8,13.99,1092834,14.5,15.65,4010000,62756500,34.22
YVR,2020-03-16,3.55,3.55,2.65,3.1,1095088,3.49,3.55,5730000,20341500,42
CORV,2020-03-16,0.38,0.38,0.33,0.35,11225697,0.45,0.377,50520000,18950052,20.69
OPGN,2020-03-16,3.42,5.76,2.93,4.04,51919409,4.25,5.76,9400000,32148000,70.15
AYTU,2020-03-16,1.49,1.9,1.25,1.58,83897780,1.61,1.55,27830000,41466700,29.57
UNTY,2020-03-17,13.58,14.84,12.35,14.84,24639,13.67,13.58,10890000,147886200,27.15
BGI,2020-03-17,0.84,0.84,0.61,0.75,27761,1.2,0.84,10250000,8610000,76.06
VOLT,2020-03-17,1.2,1.28,1.03,1.04,52311,1.1,1.28,21410000,25692000,33.33
ALRN,2020-03-17,0.39,0.39,0.29,0.33,114420,0.34,0.3949,27810000,10982169,35.98
APDN,2020-03-17,3.44,3.45,2.9,3.13,233733,3.47,3.45,3490000,12005600,20.28
TENX,2020-03-17,0.57,0.6,0.47,0.5,242973,0.47,0.6,7610000,4337700,26.67
HIL,2020-03-17,2.13,2.13,1.55,1.8,321997,1.56,2.13,56160000,119620800,39.22
RMBL,2020-03-17,0.23,0.27,0.2,0.24,401011,0.22,0.25,42930000,9873900,20.42
CAAP,2020-03-17,2.18,2.25,1.73,2.11,712222,2.2,2.23,160020000,348843600,22.47
MCEP,2020-03-17,0.12,0.13,0.1,0.11,808172,0.1,0.12,31160000,3739200,28.21
CETX,2020-03-17,0.87,0.91,0.66,0.72,980370,1.4,0.91,7300000,6351730,31.38
LLIT,2020-03-17,0.44,0.44,0.34,0.39,1092366,0.43,0.4399,17690000,7781831,36.96
FLGT,2020-03-17,9.06,10.9,7.55,8.57,1146199,9.0001,10.9,21570000,195424200,34.22
WPRT,2020-03-17,1.26,1.26,0.97,1.07,1522137,1.21,1.26,136150000,171549000,21.15
NTGN,2020-03-17,2.3,2.63,2.07,2.62,2363481,2.739,2.45,28860000,66378000,25.68
CTRM,2020-03-17,0.74,0.85,0.51,0.6,2498437,0.81,0.85,3320000,2456800,22.72
GLBS,2020-03-17,0.45,0.75,0.4,0.56,3095433,0.465,0.75,4420000,1989000,24.72
CETV,2020-03-17,2.18,2.42,1.8,2.17,4675843,2.26,2.42,253610000,552869800,21.11
MNKD,2020-03-17,1.14,1.14,0.91,1.05,4811399,1.25,1.14,212300000,242022000,35.47
EVRI,2020-03-17,3.73,3.73,2.5,2.59,6075397,4.06,3.73,84560000,315408800,27.74
MBRX,2020-03-17,0.66,0.77,0.44,0.52,15333452,1.1,0.77,45730000,30181800,64.96
CODX,2020-03-17,13,13,10.25,10.68,18040422,14.88,13,25390000,330070000,43.01
ENT,2020-03-17,0.18,0.42,0.15,0.18,20050449,0.2,0.42,92890000,17184650,151.36
HTBX,2020-03-17,0.65,0.66,0.56,0.6,21703533,0.78,0.66,61250000,39812500,25
APRN,2020-03-17,5.5,7.5,5,6.55,32289277,5.7,7.5,8150000,44825000,43.98
WTRH,2020-03-17,0.93,1.08,0.61,0.76,52121171,1.04,1.08,76530000,71172900,68.72
ALPN,2020-03-18,2.6,2.7,2.33,2.4,39223,2.85,2.7,18590000,48334000,20.86
ALRN,2020-03-18,0.42,0.42,0.29,0.32,157474,0.3262,0.424,27810000,11791440,28.48
IDYA,2020-03-18,4,4.44,3.12,3.14,165806,3.88,4.44,20330000,81320000,32.01
AAU,2020-03-18,0.38,0.38,0.28,0.28,380894,0.35,0.38,111730000,42457400,38.33
RWLK,2020-03-18,0.6,0.6,0.45,0.5,432028,0.65,0.599,12750000,7637250,23.43
UAN,2020-03-18,0.95,0.95,0.6,0.6,527587,0.86,0.95,113280000,107616000,26.67
DBVT,2020-03-18,2.9,3.1,2.61,2.93,1087899,3.44,3.105,54930000,159297000,24.46
CAPR,2020-03-18,1.43,1.45,1.05,1.12,1524365,2.03,1.45,4780000,6835400,22.22
AHT,2020-03-18,0.65,0.65,0.47,0.49,1583182,0.61,0.6494,102000000,66238800,22.51
IMV,2020-03-18,3.25,3.6,2,2.3,3380374,4.13,3.6,50630000,164547500,60.1
ENT,2020-03-18,0.26,0.27,0.14,0.15,7243843,0.315,0.27,92890000,24151400,45.09
VXRT,2020-03-18,2.75,2.84,2.02,2.34,30548939,3.3,2.84,51720000,142230000,42.49
BMRA,2020-03-18,6.28,10.9,5.51,10.3,33787899,6.61,10.5499,9890000,62109200,164.98
APRN,2020-03-18,9.4,19.49,8.7,16.25,49028481,9.98,19.49,8150000,76610000,43.51
IBIO,2020-03-18,1.4,1.88,1.38,1.6,54746413,1.67,1.88,76200000,106680000,22.81
WTRH,2020-03-18,1.15,2.09,0.88,1.97,98551166,1.17,1.8,76600000,88090000,51.32
SNMP,2020-03-19,0.23,0.23,0.2,0.21,82614,0.242,0.23,19980000,4595400,21.05
UAVS,2020-03-19,0.39,0.39,0.31,0.34,93109,0.3675,0.3885,15170000,5893545,27.67
GSM,2020-03-19,0.53,0.53,0.4,0.42,193903,0.398,0.528,169120000,89295360,34.25
BORR,2020-03-19,0.42,0.42,0.26,0.38,416520,0.3,0.4201,110820000,46178694,66.55
MYSZ,2020-03-19,1.06,1.85,1.02,1.37,605297,1.1,1.65,1990000,2109400,29.27
PIXY,2020-03-19,12.5,12.96,6.9,9.3,715926,14.58,12.96,930000,11625000,38.12
