Symbol,Date,Open,High,Low,Close,Volume,Premarket High,Morning High,Outstanding Shares,Market Cap,GAP%
ACMR,2020-03-19,21.95,21.95,18.57,20.5,1269487,21.66,21.95,16329999,358443478.1,27.25
SNGX,2020-03-19,1.9,2.07,1.65,1.88,1493761,2.6,1.9,20650000,39235000,20.25
MITT,2020-03-19,4.51,5.3,3.31,4.75,1505264,4.54,5.3,32750000,147702500,37.92
CPLG,2020-03-19,3.8,4,2.39,2.85,1507719,5.02,4,57210000,217398000,59
DCAR,2020-03-19,0.92,0.97,0.48,0.52,1529271,1,0.966114,4059999,3735605.08,33.93
PVAC,2020-03-19,1.36,2.89,1.25,2.78,1731537,1.31,2.24,15160000,20617600,20.35
FTR,2020-03-19,0.24,0.25,0.21,0.24,1757198,0.25,0.2478,105370000,25278263,33.28
PHUN,2020-03-19,0.99,1.07,0.74,0.88,2232467,1.08,1.07,39820000,39421800,23.23
OCN,2020-03-19,0.55,0.57,0.45,0.49,2745165,0.6599,0.57,134950000,74222500,23.1
RAVE,2020-03-19,1.06,1.83,1,1.3,3195999,1.4,1.83,15130000,16037800,26.06
OXLC,2020-03-19,2.9,4.01,2.44,3.7,3266206,2.98,4.01,59190000,171651000,20.33
NGL,2020-03-19,2.31,2.97,1.68,2.64,3583661,2.78,2.9737,128350000,296488500,54
SPCB,2020-03-19,0.43,0.52,0.33,0.48,4198326,0.47,0.46,16290000,7004700,30.3
CHEF,2020-03-19,6.99,7.41,4,4.85,6482483,7.3,7.41,30310000,211866900,94.17
GES,2020-03-19,5.08,11.05,4.51,8.8,13349818,5,10.83,65640000,333451200,29.59
MBRX,2020-03-19,0.8,0.81,0.55,0.65,14729005,1.62,0.81,45730000,36584000,70.54
IFMK,2020-03-19,2.3,2.83,1.8,2.13,14825237,2.58,2.83,18370000,42251000,60.84
BURG,2020-03-19,1.21,2.1,0.76,1.02,17198516,1.62,2.1,11170000,13515700,72.86
BMRA,2020-03-19,19.8,23.39,13.6,16,19847526,19.9,23.39,9890000,195822000,92.23
APRN,2020-03-19,24.95,28.84,10.25,14.34,25173337,25.5,28.84,8150000,203342500,53.54
TTOO,2020-03-19,0.53,0.55,0.43,0.45,33294014,0.6,0.545,100750000,53498250,45.48
AYTU,2020-03-19,1.8,1.82,1.07,1.3,58964594,1.85,1.82,58180000,104724000,22.45
WTRH,2020-03-19,3.51,4.4,1.96,2.6,102296744,3.58,4.4,76600000,268866000,78.17
YUMA,2020-03-20,2.2,2.2,1.63,1.69,84718,2.03,2.2,1550000,3410000,29.41
SPN,2020-03-20,1.57,1.57,1.16,1.27,194223,1.37,1.57,15800000,24806000,27.64
SLGG,2020-03-20,2.85,3.23,2.1,2.2,360536,2.85,3.23,8570000,24424500,27.23
ALNA,2020-03-20,1.48,1.48,0.86,0.9,424146,1.95,1.48,24740000,36615200,56.45
DBVT,2020-03-20,4.52,4.52,3.57,3.72,686519,4.89,4.52,54930000,248283600,33.33
AGS,2020-03-20,1.65,1.99,1.48,1.63,927894,2.4,1.9899,35550000,58657500,22.22
RAND,2020-03-20,3.96,4.12,2.26,2.48,1060595,5.7,4.12,14660000,58053600,64.72
TTI,2020-03-20,0.57,0.57,0.36,0.37,1453732,0.5082,0.5687,125730000,71502651,40.7
CPG,2020-03-20,0.86,0.86,0.66,0.7,1993453,0.8999,0.8562,527720000,451833864,25.97
CEMI,2020-03-20,3.92,4.65,3.4,3.63,2188700,4.7,4.65,17730000,69501600,33.79
XAIR,2020-03-20,7.45,8.5,6.1,6.7,2354678,8.66,8.4997,14650000,109142500,47.23
SINT,2020-03-20,0.4,0.44,0.33,0.35,2814748,0.46,0.44,2430000,972000,20.63
CNTY,2020-03-20,1.33,1.65,1.15,1.15,3039940,1.31,1.65,29500000,39235000,23.15
ORC,2020-03-20,2.8,3.15,2.42,2.63,3123147,2.81,3.15,65069999,182195997.2,20.17
CHEF,2020-03-20,5.89,6.2,4.96,5.54,3652439,6.19,6.2,30310000,178525900,21.44
AMRX,2020-03-20,4.02,4.02,3.2,3.57,5911596,4.33,4.02,147110000,591382200,26.02
EVRI,2020-03-20,2.47,3.34,2.45,2.92,9266858,2.55,3.34,84560000,208863200,22.89
BLPH,2020-03-20,25.62,26,14.78,18,9427336,29.91,26,4580000,117339600,655.75
AMTX,2020-03-20,0.9,1.52,0.61,0.71,10261859,1.09,1.52,20570000,18513000,114.29
XSPA,2020-03-20,0.21,0.22,0.14,0.16,12722387,0.215,0.22,15150000,3257250,76.52
TOPS,2020-03-20,0.11,0.11,0.09,0.1,12755717,0.1405,0.1149,25010000,2841136,26.22
GNMK,2020-03-20,6.92,7,5.01,5.36,18425423,9.5,7,60780000,420597600,67.55
SRNE,2020-03-20,2.19,2.32,1.93,2.05,19196820,2.93,2.32,181340000,397134600,22.35
HTZ,2020-03-20,5.09,5.93,4.75,5.14,20716107,6.15,5.93,142130000,723441700,22.65
NOVN,2020-03-20,0.53,0.77,0.45,0.55,74039582,0.72,0.769,42930000,22752900,55.88
TNXP,2020-03-20,1.1,1.3,0.87,0.97,82827478,1.17,1.3,49230000,54153000,94.66
TKAT,2020-03-23,0.97,0.98,0.93,0.93,1282,0.92,0.98,11260000,10978500,20.37
CYCC,2020-03-23,0.43,0.43,0.33,0.33,100928,0.37,0.43,17200000,7396000,30.34
SNOA,2020-03-23,6.01,6.5,5,6.05,110687,7,6.5,1780000,10697800,20.93
AIHS,2020-03-23,0.48,0.48,0.35,0.37,121010,0.42,0.4788,28840000,13808592,25.97
CNSP,2020-03-23,3.5,3.5,2.1,2.4,173449,3.79,3.5,16450000,57575000,41.13
ROSE,2020-03-23,0.41,0.41,0.25,0.25,279414,0.4,0.41,14460000,5928600,41.33
UMRX,2020-03-23,0.51,0.52,0.45,0.45,305748,0.57,0.52,29890000,15243900,37.02
PTMN,2020-03-23,0.9,1,0.75,0.75,430224,0.875,1,44850000,40365000,20
TMDI,2020-03-23,0.28,0.28,0.2,0.2,471981,0.26,0.28,38940000,10903200,21.74
SMRT,2020-03-23,0.45,0.45,0.28,0.28,484668,0.63495,0.45,48290000,21730500,60.71
PLM,2020-03-23,0.29,0.29,0.2,0.21,494099,0.25,0.295,1005230000,296542850,40.48
AQMS,2020-03-23,0.45,0.46,0.33,0.34,623384,0.4,0.46,59770000,26896500,22.95
CNTY,2020-03-23,1.56,1.64,1.35,1.6,1277653,1.62,1.56,29500000,46020000,35.65
MEDS,2020-03-23,8.57,11.6,6.51,6.82,2215063,12.84,11.6,7350000,62989500,37.12
GSV,2020-03-23,0.34,0.39,0.33,0.37,2368871,0.4,0.37,277530000,94360200,25.32
SNGX,2020-03-23,2.02,2.25,1.33,1.47,3290609,3.17,2.25,20650000,41713000,22.42
SVM,2020-03-23,3.24,3.44,2.86,3.24,6856131,3.18,3.4,173400000,561816000,33.33
HOTH,2020-03-23,5.73,7,3.02,3.74,7993787,7.84,7,10120000,57987600,112.22
FTI,2020-03-23,7.8,7.83,6,6.3,10282295,7.99,7.83,447450000,3490110000,23.81
WTRH,2020-03-23,1.69,1.75,1.38,1.56,28932948,1.97,1.75,76600000,129454000,38.52
PCG,2020-03-23,8.76,8.88,7.29,8.12,29585860,8.95,8.88,529250000,4636230000,21.33
AYTU,2020-03-23,1.84,1.99,1.65,1.87,122791477,1.92,1.99,58180000,107051200,35.29
USAK,2020-03-24,3.8,3.8,3.42,3.73,60274,3.37,3.8,8550000,32490000,21.79
TELA,2020-03-24,7.93,7.93,6.9,7.37,75105,6.46,7.93,11410000,90481300,29.58
SGLB,2020-03-24,2.89,2.94,2.55,2.65,113113,2.55,2.94,1500000,4335000,27.88
IDN,2020-03-24,3.31,3.84,3.13,3.5,323497,2.85,3.8409,16210000,53655100,20.36
MCC,2020-03-24,0.45,0.6,0.43,0.44,523299,0.46,0.4671,54470000,24511500,24.72
USAU,2020-03-24,4.88,9.5,4.25,7.4,534048,4.25,9.5,2390000,11663200,46.99
CNSP,2020-03-24,2.97,3.5,2.34,2.57,535485,3.96,3.5,16450000,48856500,23.75
DSE,2020-03-24,0.5,0.57,0.48,0.57,562511,0.55,0.55,26210000,13105000,31.58
DSKE,2020-03-24,1.74,1.75,1.45,1.75,672801,1.74,1.74,64599999,112403998.3,20.83
PVAC,2020-03-24,2.44,2.9,2.23,2.75,714351,2.48,2.75,15160000,36990400,20.2
SMRT,2020-03-24,0.36,0.41,0.35,0.39,718027,0.31,0.3866,48290000,17384400,28.53
SLRC,2020-03-24,10.26,10.89,9.79,10.32,807942,10.2,10.27,42260000,433587600,23.91
CTMX,2020-03-24,6.79,6.79,5.98,6.53,844622,7,6.79,45570000,309420300,37.73
NGL,2020-03-24,3.17,3.17,2.38,2.46,2312906,3.4,3.17,128350000,406869500,27.31
GPL,2020-03-24,0.4,0.4,0.34,0.38,2422443,0.3791,0.4,306660000,122664000,25.08
BRMK,2020-03-24,8.16,8.5,6.1,6.41,2900095,8.3,8.5,132020000,1077283200,40.21
CNTY,2020-03-24,2.74,3.39,2.26,2.73,3691761,2.71,3.39,29500000,80830000,71.25
CHEF,2020-03-24,8.11,10.62,7.8,10.43,4151483,8.1,9.87,30310000,245814100,20.68
ALK,2020-03-24,29.44,31.26,27.38,28.91,4847568,29.5,31.26,122910000,3618470400,22.51
GSAT,2020-03-24,0.39,0.4,0.28,0.3,5241388,0.44,0.395,1665380000,649498200,51.4
THMO,2020-03-24,3.61,7.8,2.7,5,5328854,4,7.8,4560000,16461600,56.28
AKER,2020-03-24,2.86,3.39,2.2,2.37,5978740,4.45,3.39,520000,1487200,44.44
SVM,2020-03-24,4.11,4.11,3.52,3.93,6124638,4.13,4.11,173400000,712674000,26.85
ARCC,2020-03-24,10.11,10.24,9.21,9.87,7307762,10.3,10.24,431080000,4358218800,25.12
SAVE,2020-03-24,12.54,14.39,11.75,13.53,9111066,12.49,13.95,68460000,858488400,27.57
ERI,2020-03-24,13.88,15.67,12.49,15.05,9505026,14.82,15.67,77800000,1079864000,32.95
CLNY,2020-03-24,1.72,1.84,1.56,1.75,10623513,1.7,1.78,486640000,837020800,21.99
MCEP,2020-03-24,0.1,0.3,0.1,0.21,12248347,0.11,0.3,31160000,3116000,21.8
SABR,2020-03-24,4.85,4.93,4,4.68,12772800,4.9,4.93,273760000,1327736000,32.88
PK,2020-03-24,8.1,8.39,7.3,7.57,13225262,8.29,8.39,239980000,1943838000,20.18
NVAX,2020-03-24,14.35,14.93,12.18,12.77,18556477,16.29,14.93,51530000,739455500,33.36
HTZ,2020-03-24,7.99,8.88,7.34,8.21,19217001,8.23,8.8796,142130000,1135618700,21.43
PENN,2020-03-24,12.38,14.39,12.12,13.21,24792398,12.84,14.39,116860000,1446726800,26.33
RCL,2020-03-24,34.5,39.59,32.14,34.47,28498307,35,39.59,209000000,7210500000,22.38
UAL,2020-03-24,31.99,34.15,30.01,33,31502493,32.15,33.8,247950000,7931920500,21.87
SPCE,2020-03-24,15.59,17.44,14.63,16.32,31779662,15.8,16.99,195770000,3052054300,20.2
IMAC,2020-03-24,2,4.95,1.55,4.95,32046564,2.18,2.63,8550000,17100000,354.62
NCLH,2020-03-24,12,15.76,11.3,13.75,47289787,12.3,15.7601,213200000,2558400000,24.1
MGM,2020-03-24,11.45,12.9,10.66,12.18,53013501,11.69,12.86,492430000,5638323500,25.14
ITP,2020-03-25,0.75,0.75,0.55,0.61,58499,0.46,0.75,22060000,16545000,25.1
MICR,2020-03-25,1.64,1.9,1.44,1.66,82000,1.5,1.9,2900000,4756000,26.15
EMAN,2020-03-25,0.26,0.26,0.2,0.22,336511,0.21,0.26,51300000,13338000,24.22
INFI,2020-03-25,1.1,1.1,0.92,0.98,768928,1.31,1.1001,57430000,63173000,26.38
TTI,2020-03-25,0.39,0.39,0.3,0.36,1528157,0.384,0.3883,125730000,48820959,33.9
BOXL,2020-03-25,0.7,0.73,0.47,0.62,2288652,0.79,0.7,11700000,8190000,84.21
HAPP,2020-03-25,3.81,4.08,3,3.54,2898698,4.75,4.08,25000000,95250000,51.19
HA,2020-03-25,14.24,14.74,10.62,12.72,4055125,15.02,14.7375,45870000,653188800,39.47
CTSO,2020-03-25,6.63,6.63,5.57,5.96,5500895,9.5,6.63,35050000,232381500,43.82
MIST,2020-03-25,2.4,2.4,1.85,1.95,7462180,3.81,2.4,24560000,58944000,41.18
CLNY,2020-03-25,2.15,2.29,1.76,1.97,7759127,2.45,2.16,486640000,1046276000,22.86
ARI,2020-03-25,5.19,8.33,4.8,7.42,10523777,6.39,7.4694,154040000,799467600,22.41
SAVE,2020-03-25,17.57,17.95,14.59,15.96,11869051,18.25,17.8,68460000,1202842200,29.86
CHFS,2020-03-25,0.44,0.46,0.35,0.36,18150655,0.56,0.46,24970000,10986800,34.97
RWT,2020-03-25,3.75,4.4,3.2,3.85,19228125,4.39,4.15,114350000,428812500,44.79
JBLU,2020-03-25,11.4,12.15,10.06,11.34,27294440,11.99,11.65,282200000,3217080000,21.28
NYMT,2020-03-25,1.28,1.45,1.11,1.22,27316845,1.34,1.3,377470000,483161600,25.49
ASTC,2020-03-25,3.64,7.75,3.3,4.05,46864135,4.08,7.75,6350000,23114000,225
NCLH,2020-03-25,17.15,18,14.33,16.96,48615602,17.65,18,213200000,3656380000,24.73
XSPA,2020-03-25,0.4,0.47,0.28,0.32,77784570,0.58,0.47,22560000,9024000,184.68
BA,2020-03-25,154.9,174.77,141,158.73,78882332,156.4,174.77,564230000,87399227000,21.32
TTOO,2020-03-25,0.89,0.99,0.62,0.64,155421842,1.05,0.99,100750000,89969750,129.09
MFA,2020-03-25,0.72,1.44,0.64,1.14,229019753,0.98,1.05,453120000,326246400,100
MICR,2020-03-26,2,2.75,1.85,2.46,235992,2,2.43,2900000,5800000,20.48
BKEP,2020-03-26,0.9,0.9,0.82,0.85,252590,1,0.9,40810000,36729000,25
RAVE,2020-03-26,0.9,0.9,0.72,0.83,762486,0.9,0.9,15130000,13617000,20.81
VBLT,2020-03-26,1.57,1.6,1.25,1.46,2740694,2.5099,1.6,36150000,56755500,36.78
AKRX,2020-03-26,0.79,0.83,0.65,0.74,2879955,1.09,0.835,126250000,99358750,29.06
BSGM,2020-03-26,4.75,6.22,4.28,6.13,2943585,5.79,4.78,25970000,123357500,22.74
TRNX,2020-03-26,0.22,0.22,0.17,0.17,5037393,0.22,0.2215,33110000,7284200,21.41
CCO,2020-03-26,0.63,0.81,0.54,0.7,17143927,0.9001,0.81,466420000,292445340,31.45
RWT,2020-03-26,5.17,8.33,5.1,6.18,21286729,5.35,7.19,114350000,591189500,34.29
IVR,2020-03-26,3.72,5.42,3.5,4.92,28797743,3.9,5.09,164970000,613688400,26.1
IBIO,2020-03-26,1.35,1.35,1.11,1.2,28829430,1.65,1.35,101440000,136944000,20.54
GPMT,2020-03-26,5.02,9.49,4.6,6.81,33547076,5.49,7.8,54850000,275347000,123.11
NYMT,2020-03-26,1.5,2.22,1.5,1.81,60397828,1.67,2.22,377470000,566205000,22.95
MFA,2020-03-26,2.25,2.9,1.64,1.7,283573177,2.5,2.56,453120000,1019520000,97.37
PLIN,2020-03-27,2.78,2.78,1.81,1.84,169129,2.27,2.78,22090000,61410200,28.7
WORX,2020-03-27,2.9,3.62,1.82,2.13,1710905,3.32,3.62,7100000,20590000,27.75
PHUN,2020-03-27,0.98,1,0.77,0.78,2815344,1.19,1,40350000,39583350,26.09
ASTC,2020-03-27,5.65,6,3.5,3.63,15289084,6.06,6,6350000,35877500,62.82
BKYI,2020-03-27,2.1,2.58,1.01,1.05,53308593,2.45,2.58,14410000,30261000,288.82
BCDA,2020-03-30,3.39,3.4,2.61,3.4,15273,2.8,3.39,6830000,23153700,22.83
CTEK,2020-03-30,1.98,1.98,1.66,1.71,29940,1.59,1.98,10340000,20473200,24.53
DNJR,2020-03-30,0.58,0.58,0.41,0.42,53027,0.5,0.58,14900000,8642000,26.07
ALTM,2020-03-30,0.74,0.75,0.64,0.69,201161,0.771,0.7499,74930000,55440707,30.47
PSV,2020-03-30,0.83,0.89,0.67,0.76,308097,0.9,0.8865,31330000,26003900,22.06
EVFM,2020-03-30,6.25,6.25,4.89,5.02,666450,6.349,6.25,49590000,309937500,34.41
BLPH,2020-03-30,20.31,21,11.61,12.3,5265667,20.74,21,4580000,93019800,60.3
CTRM,2020-03-30,0.97,1.08,0.63,0.66,5473771,1.24,1.08,3320000,3220400,24.79
GLBS,2020-03-30,0.84,0.94,0.63,0.72,5488059,0.93,0.94,4420000,3712800,40
APT,2020-03-30,13.75,14.4,12.31,13.32,8358975,14.46,14.4,12980000,178475000,22.77
SHIP,2020-03-30,0.36,0.44,0.27,0.33,14866329,0.438,0.44,29400000,10584000,50
PSTV,2020-03-30,2.16,2.7,1.9,2.27,17343104,2.74,2.6,3770000,8143200,50
OMI,2020-03-30,7.5,8.94,6.06,8.39,18979859,7.69,8.94,63050000,472875000,36.12
SPCB,2020-03-30,1,1.91,0.92,1.08,63255854,1.25,1.91,16290000,16290000,92.34
TBLT,2020-03-30,0.18,0.23,0.17,0.18,106023174,0.193,0.234,81460000,14662800,20
TOPS,2020-03-30,0.38,0.62,0.36,0.54,326295772,0.46,0.62,25010000,9541315,62.69
ALPN,2020-03-31,3,3,2.6,2.88,27009,3.32,3,18590000,55770000,20
SALM,2020-03-31,1.04,1.04,0.86,0.86,97209,0.9631,1.04,21130000,21975200,22.34
GRIN,2020-03-31,3.13,3.13,2.7,2.87,135819,3.2,3.13,19060000,59657800,34.91
KNSA,2020-03-31,16.74,17.46,14.52,15.48,1487862,17.81,17.4615,20390000,341328600,36.99
MX,2020-03-31,12.36,12.55,10.82,11.05,2258722,12.45,12.55,34800000,430128000,31.77
EYEG,2020-03-31,6.33,6.6,4.74,5.2,2307017,9.25,6.6,4630000,29307900,52.53
THMO,2020-03-31,3.8,4.74,3.26,3.5,5442399,4.33,4.74,5560000,21128000,21.41
CCO,2020-03-31,0.68,0.69,0.57,0.64,7360975,0.78,0.69,466420000,317165600,26.42
SCON,2020-03-31,0.3,0.32,0.21,0.21,11231760,0.38,0.32,17730000,5319000,50
IZEA,2020-03-31,0.29,0.38,0.19,0.2,13593750,0.3456,0.38,34550000,10192250,56.91
VBIV,2020-03-31,1.15,1.22,0.91,0.95,13971714,1.7,1.22,178260000,204999000,22.35
BNGO,2020-03-31,0.58,0.66,0.44,0.46,20888369,0.77,0.658,37750000,21800625,34.9
SGBX,2020-03-31,3.8,9.74,3.26,9.3,21426357,4.68,6.24,1160000,4408000,84.47
VVUS,2020-03-31,3.94,4.55,2.73,3.6,55374777,4.7,4.55,10650000,41961000,312.61
NAOV,2020-04-01,2.58,2.58,2.03,2.34,48919,3.1,2.58,4200000,10836000,20
VERB,2020-04-01,1.69,1.74,1.35,1.39,291646,1.8,1.74,26790000,45275100,34.13
SONM,2020-04-01,1.01,1.3,0.75,0.85,1985094,1.07,1.3,20640000,20846400,44.29
DPW,2020-04-01,1.1,1.1,0.78,0.85,2595348,1.54,1.1,4940000,5434000,56.63
QUMU,2020-04-01,2.12,2.12,1.41,1.61,3794380,2.9,2.12,13560000,28747200,27.71
CTXR,2020-04-01,0.78,0.84,0.63,0.82,6510311,1.1,0.84,35920000,28017600,29.98
CEMI,2020-04-01,6.46,8,6.36,7.16,13098870,8.39,8,17730000,114535800,26.17
IFRX,2020-04-01,6.54,6.97,5.13,5.73,27591357,9.28,6.97,26110000,170759400,71.2
ZN,2020-04-01,0.23,0.26,0.19,0.22,31036194,0.2333,0.25,161220000,36274500,27.12
DFFN,2020-04-01,0.55,0.73,0.47,0.51,124218555,0.599,0.735,34600000,19130340,74.64
TAT,2020-04-02,0.26,0.26,0.2,0.21,478695,0.2201,0.26,62350000,16211000,29.87
APOG,2020-04-02,21.66,22.54,18.36,18.69,615769,20.5,22.54,26510000,574206600,22.93
CHAP,2020-04-02,0.44,0.44,0.33,0.36,762097,0.5601,0.44,47940000,21093600,25.82
NR,2020-04-02,0.8,0.89,0.7,0.72,928245,0.7535,0.888,89900000,72279600,20
BIOL,2020-04-02,0.32,0.32,0.23,0.24,966493,0.32,0.32,31580000,10105600,28
TTI,2020-04-02,0.35,0.35,0.26,0.26,1595466,0.29,0.3499,125730000,43992927,34.42
ENT,2020-04-02,0.14,0.14,0.12,0.12,1840626,0.14,0.1426,92890000,13190380,22.73
PVAC,2020-04-02,2.99,3.82,2.55,2.95,1972971,3.11,3.82,15160000,45328400,32.3
BMRA,2020-04-02,8.81,9.15,7.05,7.07,5405148,10.27,9.15,9890000,87130900,25.86
CEI,2020-04-02,1.45,1.76,1.25,1.38,6475030,1.63,1.76,5000000,7250000,33.03
NEPT,2020-04-02,1.41,1.44,1.1,1.2,8885529,1.89,1.44,94960000,133893600,38.24
ALRN,2020-04-03,0.38,0.38,0.3,0.31,319918,0.333,0.3797,27810000,10559457,20.39
AVGR,2020-04-03,0.56,0.56,0.46,0.46,424633,0.5,0.56,16810000,9413600,24.94
BORR,2020-04-03,0.63,0.63,0.5,0.58,1314771,0.7,0.63,110820000,69816600,31.25
CAPR,2020-04-03,1.25,1.33,0.99,1,9146709,1.62,1.33,8910000,11137500,23.76
ECOR,2020-04-03,1.3,1.4,0.97,1.03,39292787,1.78,1.4,29960000,38948000,74.15
CEI,2020-04-03,1.84,2.94,1.75,1.78,45052344,2.1,2.94,5000000,9200000,33.33
XSPA,2020-04-03,0.21,0.27,0.2,0.22,85074866,0.2299,0.2692,54300000,11565900,28.31
CEL,2020-04-06,3.54,3.57,3.42,3.54,70174,3.31,3.57,148280000,524911200,23.78
NCSM,2020-04-06,0.62,0.62,0.43,0.54,136369,0.587,0.6161,46810000,28839641,59.98
SQBG,2020-04-06,0.23,0.23,0.18,0.19,188332,0.22,0.23,65910000,15159300,35.29
CDR,2020-04-06,0.65,0.69,0.58,0.59,1080357,0.64,0.6699,89350000,58077500,22.3
SLGG,2020-04-06,3.73,4.69,2.95,3.09,1590442,4.35,4.69,8570000,31966100,26.87
DGLY,2020-04-06,0.97,1.04,0.77,0.81,1663711,1.24,1.04,16030000,15550703,26.32
VIR,2020-04-06,36.5,39.88,32.15,36.7,3706314,42,38.8,109800000,4007700000,25.86
BORR,2020-04-06,0.73,0.92,0.72,0.79,4284234,1.2,0.92,110820000,80444238,26.05
SDRL,2020-04-06,0.54,0.54,0.38,0.5,4665141,0.74,0.54,100000000,54000000,27.06
CCO,2020-04-06,0.61,0.61,0.48,0.59,5944266,0.5895,0.61,466420000,284516200,30.01
XAN,2020-04-06,1.35,2.4,1.2,1.67,7135708,1.36,2.4,32060000,43281000,27.36
TRTX,2020-04-06,3.1,4.13,2.81,2.84,7738380,3.12,4.13,76420000,236902000,23.02
W,2020-04-06,69.3,76.47,64.18,71.5,11341770,71,76.47,67410000,4671513000,36.88
CODX,2020-04-06,10.55,11.2,9.55,10.31,17042723,11.94,11.2,27440000,289492000,28.66
WLL,2020-04-06,0.36,0.39,0.32,0.33,24176988,0.4175,0.39,91770000,33046377,24.09
TWO,2020-04-06,3.25,3.48,2.68,3.15,25882191,3.69,3.48,273630000,889297500,34.3
IMMU,2020-04-06,20.11,20.2,17.56,18.78,38702370,26.25,20.2,213930000,4302132300,113.94
AKER,2020-04-06,3.16,5.86,2.7,4.69,57177965,3.5,4.11,2700000,8532000,66.75
XSPA,2020-04-06,0.34,0.4,0.22,0.26,147160414,0.4195,0.3993,54300000,18679200,57.8
IDN,2020-04-07,3.41,3.55,2.85,3.04,445317,3.87,3.5499,16210000,55276100,20.92
SLGG,2020-04-07,3.8,3.8,2.93,3.04,662708,4.2,3.8,8570000,32566000,22.98
BRG,2020-04-07,5.84,5.85,5.16,5.54,859289,6.4,5.85,24510000,143138400,22.18
BHR,2020-04-07,2.23,2.4,1.78,1.88,1203527,2.6,2.4,33180000,73991400,25.28
MESA,2020-04-07,3.1,3.84,2.65,2.74,1565733,3.03,3.84,33040000,102424000,23.02
RUTH,2020-04-07,7.96,8.08,6.75,7.04,2585187,8.08,8.08,29320000,233387200,22.09
WMC,2020-04-07,1.99,2.48,1.83,2.23,3856994,2.08,2.35,53520000,106504800,21.34
TEN,2020-04-07,3.44,3.5,2.85,2.91,5012371,3.5,3.5,57460000,197662400,20.7
MITT,2020-04-07,2.34,2.75,2.23,2.36,5298962,2.45,2.75,32750000,76635000,21.87
CNK,2020-04-07,11.16,11.8,10.28,10.85,7499212,11.2502,11.8,117150000,1307394000,20.26
ERI,2020-04-07,17.39,18.3,14.6,15.11,10800322,17.41,18.3,77800000,1352942000,23.95
GCI,2020-04-07,0.82,1,0.63,0.64,16385183,1.43,1,131009999,107939138.2,22.26
PSTI,2020-04-07,4.49,5.2,4.02,4.11,20739622,5.6,5.2,17860000,80191400,33.63
TWO,2020-04-07,4.03,4.69,3.81,4.12,28669904,4.4,4.27,273530000,1102325900,27.94
YGYI,2020-04-07,1,2.74,1,2.7,34233448,1.19,2.2,30270000,30270000,38.89
AKER,2020-04-07,6.25,8.85,5.35,5.7,35133449,8.49,8.85,2700000,16875000,33.26
SHIP,2020-04-07,0.17,0.18,0.15,0.16,44377430,0.184,0.182,63090000,10914570,22.96
DPW,2020-04-07,1.28,1.95,1.11,1.54,54528253,1.63,1.95,4940000,6323200,60
NCLH,2020-04-07,12.27,13,10.36,11.01,57650120,12.49,13,213200000,2615964000,22.58
TOPS,2020-04-07,0.39,0.4,0.29,0.33,159412339,0.4,0.4,117710000,45918671,62.54
CCL,2020-04-07,12.35,12.95,11.05,11.3,188551960,12.43,12.95,527659999,6516600988,20.96
SONN,2020-04-08,6.4,6.4,5,5.25,566212,6.81,6.4,9200000,58880000,23.79
PTE,2020-04-08,1.05,1.12,0.92,0.97,928226,1.24,1.12,38360000,40278000,20.41
IDRA,2020-04-08,1.7,1.71,1.38,1.46,997964,1.77,1.71,30610000,52037000,37.1
MCC,2020-04-08,0.56,0.65,0.5,0.59,1249420,0.69,0.65,54470000,30503200,24.42
MYO,2020-04-08,4.55,5.59,4.03,4.07,4654898,5.89,5.59,2810000,12785500,22.31
YCBD,2020-04-08,0.92,1.19,0.79,0.85,11210013,1.25,1.19,51340000,47104450,20.72
EFC,2020-04-08,8.03,9.3,7.61,9.12,11866670,8.93,9.3,43840000,352035200,53.83
IVR,2020-04-08,3.92,4.2,3.52,4.08,21865730,4.24,4.055,164970000,646682400,24.84
NLY,2020-04-08,5.58,5.8,5.29,5.75,37426980,5.7,5.8,1430320000,7981185600,25.39
NYMT,2020-04-08,1.88,2.09,1.7,2,47232779,2.1102,2.09,377470000,709643600,40.3
MBRX,2020-04-08,1.63,1.97,1.12,1.27,169914711,1.74,1.97,53230000,86764900,189.67
DLPN,2020-04-09,0.6,0.6,0.49,0.5,78903,0.79,0.6,20000000,12000000,28.62
MWK,2020-04-09,2.15,2.3,1.85,2.14,149845,2.17,2.3,17700000,38055000,22.3
ALRN,2020-04-09,0.47,0.48,0.4,0.43,645615,0.449,0.4799,27810000,13070700,23.68
MNOV,2020-04-09,5.44,6.84,5.11,6.09,1196252,5.5,6.84,43960000,239142400,23.36
CNSP,2020-04-09,4.65,5.62,3.15,3.34,3807399,5.5,5.62,16450000,76492500,69.09
SDPI,2020-04-09,0.55,0.82,0.35,0.37,4673077,0.6896,0.8228,25420000,13981000,51.93
GPMT,2020-04-09,5.67,6.9,5.1,5.62,6726037,5.63,6.9,55150000,312700500,26.28
BIG,2020-04-09,19.25,20.73,19.03,19.63,7594889,19.55,20.73,39170000,754022500,22.07
XAN,2020-04-09,4.02,4.74,3.01,3.48,8247374,4.19,4.74,32060000,128881200,34.45
ZSAN,2020-04-09,0.68,0.7,0.58,0.6,9611863,0.79,0.703,54360000,37182240,29.01
PSTI,2020-04-09,6.88,8.59,6.01,6.97,14418167,7.45,8.08,17860000,122876800,41.86
